ticker,ticker_fullwidth,company_name
94180,９４１８０,Ｕ−ＮＥＸＴ　ＨＯＬＤＩＮＧＳ
94240,９４２４０,日本通信
94320,９４３２０,日本電信電話
94330,９４３３０,ＫＤＤＩ
94340,９４３４０,ソフトバンク
94350,９４３５０,光通信
94380,９４３８０,エムティーアイ
94490,９４４９０,ＧＭＯインターネットグループ
94500,９４５００,ファイバーゲート
94680,９４６８０,ＫＡＤＯＫＡＷＡ
94700,９４７００,学研ホールディングス
94740,９４７４０,ゼンリン
95010,９５０１０,東京電力ホールディングス
95020,９５０２０,中部電力
95030,９５０３０,関西電力
95040,９５０４０,中国電力
95050,９５０５０,北陸電力
95060,９５０６０,東北電力
95070,９５０７０,四国電力
95080,９５０８０,九州電力
95090,９５０９０,北海道電力
95110,９５１１０,沖縄電力
95130,９５１３０,電源開発
95140,９５１４０,エフオン
95170,９５１７０,イーレックス
95190,９５１９０,レノバ
95310,９５３１０,東京瓦斯
95320,９５３２０,大阪瓦斯
95330,９５３３０,東邦瓦斯
95340,９５３４０,北海道瓦斯
95350,９５３５０,広島ガス
95360,９５３６０,西部ガスホールディングス
95430,９５４３０,静岡ガス
95510,９５５１０,メタウォーター
95520,９５５２０,Ｍ＆Ａ総研ホールディングス
96000,９６０００,アイネット
96010,９６０１０,松竹
96020,９６０２０,東宝
96030,９６０３０,エイチ・アイ・エス
96050,９６０５０,東映
96120,９６１２０,ラックランド
96130,９６１３０,ＮＴＴデータグループ
96160,９６１６０,共立メンテナンス
96190,９６１９０,イチネンホールディングス
96210,９６２１０,建設技術研究所
96220,９６２２０,スペース
96270,９６２７０,アインホールディングス
96280,９６２８０,燦ホールディングス
96290,９６２９０,ピー・シー・エー
96320,９６３２０,スバル興業
96440,９６４４０,タナベコンサルティンググループ
96580,９６５８０,ビジネスブレイン太田昭和
96630,９６６３０,ナガワ
96720,９６７２０,東京都競馬
96780,９６７８０,カナモト
96820,９６８２０,ＤＴＳ
96840,９６８４０,スクウェア・エニックス・ホールディングス
96920,９６９２０,シーイーシー
96970,９６９７０,カプコン
96990,９６９９０,ニシオホールディングス
97020,９７０２０,アイ・エス・ビー
97060,９７０６０,日本空港ビルデング
97150,９７１５０,トランス・コスモス
97160,９７１６０,乃村工藝社
97190,９７１９０,ＳＣＳＫ
97220,９７２２０,藤田観光
97260,９７２６０,ＫＮＴ−ＣＴホールディングス
97290,９７２９０,トーカイ
97350,９７３５０,セコム
97390,９７３９０,ＮＳＷ
97400,９７４００,セントラル警備保障
97420,９７４２０,アイネス
97430,９７４３０,丹青社
97440,９７４４０,メイテックグループホールディングス
97460,９７４６０,ＴＫＣ
97490,９７４９０,富士ソフト
97550,９７５５０,応用地質
97570,９７５７０,船井総研ホールディングス
97590,９７５９０,ＮＳＤ
97660,９７６６０,コナミグループ
97690,９７６９０,学究社
97870,９７８７０,イオンディライト
97880,９７８８０,ナック
97900,９７９００,福井コンピュータホールディングス
97930,９７９３０,ダイセキ
97950,９７９５０,ステップ
98240,９８２４０,泉州電業
98280,９８２８０,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ
98300,９８３００,トラスコ中山
98310,９８３１０,ヤマダホールディングス
98320,９８３２０,オートバックスセブン
98370,９８３７０,モリト
98420,９８４２０,アークランズ
98430,９８４３０,ニトリホールディングス
98500,９８５００,グルメ杵屋
98560,９８５６０,ケーユーホールディングス
98610,９８６１０,吉野家ホールディングス
98690,９８６９０,加藤産業
98800,９８８００,イノテック
98820,９８８２０,イエローハット
98870,９８８７０,松屋フーズホールディングス
98890,９８８９０,ＪＢＣＣホールディングス
98960,９８９６０,ＪＫホールディングス
99000,９９０００,サガミホールディングス
99020,９９０２０,日伝
99280,９９２８０,ミロク情報サービス
99320,９９３２０,杉本商事
99340,９９３４０,因幡電機産業
99360,９９３６０,王将フードサービス
99460,９９４６０,ミニストップ
99480,９９４８０,アークス
99560,９９５６０,バローホールディングス
99600,９９６００,東テク
99620,９９６２０,ミスミグループ本社
99740,９９７４０,ベルク
99790,９９７９０,大庄
99830,９９８３０,ファーストリテイリング
99840,９９８４０,ソフトバンクグループ
99870,９９８７０,スズケン
99890,９９８９０,サンドラッグ
99900,９９９００,サックスバー　ホールディングス
99910,９９９１０,ジェコス
99970,９９９７０,ベルーナ
